SALESORDERID,Subject,Sales Order Owner,Status,Due Date,Sub Total,Discount,Tax,Adjustments,Grand Total,Created Time,Modified Time,Is Delayed?,Age In Days,Age Tier,,,,,,,,
21000146,ZR-54485-Eames Lounge Chair with Ottoman (Aniline Ivory wit,David Love,Approved,29-06-2021 01:52,"14,372.31","1,311.14",156.16,0.00,"12,905",04-05-2021 02:28,27-06-2021 08:47,Yes,56,1. 0 - 60 days,,,,,,,,
21003095,ZR-1597789-MODWAY product,David Love,Created,26-06-2021 01:05,"8,881.69",93.98,78.42,0.29,"8,709",04-05-2021 01:01,22-06-2021 08:26,Yes,53,1. 0 - 60 days,,,,,,,,
21000586,ZR-1569116-Eames Lounge Chair with Ottoman (Aniline Black wit,Rozario Diego,Approved,23-06-2021 11:42,"24,486.74",385.77,"1,864.67",0.31,"22,236",03-05-2021 12:59,23-06-2021 11:25,Yes,51,1. 0 - 60 days,,,,,,,,
21002057,ZR-1573732-Bertoia Diamond Chair -Italian Black,Thomas Mondrake,Approved,25-05-2021 07:25,"21,840.78",290.66,113.52,0.40,"21,437",03-05-2021 12:55,08-05-2021 08:12,Yes,22,1. 0 - 60 days,,,,,,,,
21003146,ZR-48848-Eames Al Group Ribbed High Back Management Chair (Italian White),Pete Zachariah,Approved,03-07-2021 11:12,"21,673.65",91.06,"1,905.42",0.17,"19,677",03-05-2021 12:39,26-06-2021 02:07,Yes,61,2. 61 - 120 days,,,,,,,,
21000655,ZR-49619-Eames Soft Pad Low Back Chair (Aniline Brown),Harold Pawlan,Created,07-05-2021 02:59,"18,826.52","1,318.90",661.41,0.21,"16,846",03-05-2021 12:05,07-05-2021 09:17,Yes,4,1. 0 - 60 days,,,,,,,,
21000097,ZR-52538-Barcelona ottoman only (Italian White),Tina Thomas,Created,30-06-2021 01:37,"16,645.84",889.17,913.13,0.46,"14,844",03-05-2021 11:13,06-06-2021 06:08,Yes,58,1. 0 - 60 days,,,,,,,,
21000191,ZR-1542088-Eileen Grey End Table (Stainless Steel - Translucent),Tina Thomas,Approved,29-06-2021 08:03,"17,965.44","1,591.74",186.35,0.35,"16,187",03-05-2021 10:43,29-06-2021 06:02,Yes,57,1. 0 - 60 days,,,,,,,,
21003383,ZR-1567228-Barcelona Chair (Aniline Black),Augustine Paul,Created,24-06-2021 12:56,"37,899.68","2,441.45","1,875.22",0.02,"33,583",03-05-2021 09:18,13-06-2021 04:13,Yes,52,1. 0 - 60 days,,,,,,,,
21003344,ZR-1568028-Barcelona Chair (Aniline Ivory),Roger Terrence,Delivered,29-06-2021 07:30,"24,755.95",829.02,"2,320.12",0.19,"21,607",02-05-2021 12:26,18-06-2021 08:10,Yes,58,1. 0 - 60 days,,,,,,,,
21000859,ZR-1567968-LC3 Loveseat (Aniline Ivory),Lazar Mathew,Delivered,12-06-2021 02:44,"21,824.63",488.51,876.08,0.04,"20,460",02-05-2021 10:31,09-06-2021 08:01,Yes,41,1. 0 - 60 days,,,,,,,,
21003208,ZR-1599744-MODWAY product,Harold Pawlan,Cancelled,19-05-2021 10:30,746.62,53.18,24.38,0.06,669,02-05-2021 10:08,06-05-2021 01:46,No,17,1. 0 - 60 days,,,,,,,,
21002008,ZR-50585-Barcelona Loveseat (Italian Black),Thomas Mondrake,Cancelled,13-06-2021 08:39,"3,304.84",77.26,55.83,0.25,"3,172",02-05-2021 09:43,12-06-2021 09:33,No,42,1. 0 - 60 days,,,,,,,,
21000306,ZR-1542210-Barcelona Chair and Ottoman (Italian White),Santa Cruz Clara,Approved,25-06-2021 07:52,"14,342.20",322.19,807.07,0.06,"13,213",02-05-2021 07:11,29-05-2021 05:31,Yes,54,1. 0 - 60 days,,,,,,,,
21002976,ZR-1571848-Barcelona Chair (Italian Black),Harold Pawlan,Delivered,03-07-2021 11:50,"2,680.49",234.42,77.82,0.25,"2,368",02-05-2021 05:22,13-06-2021 06:27,Yes,62,2. 61 - 120 days,,,,,,,,
21002339,ZR-52507-Eames Lounge Chair with Ottoman (Italian Choc Brow,Augustine Paul,Created,27-06-2021 04:38,"24,912.59",196.81,"1,816.37",0.40,"22,899",02-05-2021 04:12,05-06-2021 07:25,Yes,56,1. 0 - 60 days,,,,,,,,
21001475,ZR-52631-Barcelona Chair (Italian White),Tina Thomas,Cancelled,18-06-2021 10:13,"10,692.63",480.77,986.09,0.23,"9,226",02-05-2021 02:56,17-05-2021 03:07,No,47,1. 0 - 60 days,,,,,,,,
21003163,ZR-1569027-MODWAY product,Tina Thomas,Delivered,03-07-2021 03:41,"9,742.28",968.48,110.97,0.17,"8,663",02-05-2021 01:05,03-07-2021 01:56,Yes,62,2. 61 - 120 days,,,,,,,,
21001820,ZR-1630436-Barcelona Chair (Italian Ivory),Thomas Mondrake,Delivered,08-06-2021 04:25,"4,114.54",104.24,301.51,0.21,"3,709",01-05-2021 09:54,15-05-2021 01:45,Yes,38,1. 0 - 60 days,,,,,,,,
21002366,ZR-1600802-Barcelona Chair (Italian White),Thomas Mondrake,Delivered,20-06-2021 07:16,"16,585.49","1,323.51",438.73,0.25,"14,823",01-05-2021 06:59,10-05-2021 05:55,Yes,50,1. 0 - 60 days,,,,,,,,
21000966,ZR-1510369-Eames Walnut Stool,Thomas Mondrake,Created,28-06-2021 09:36,"38,148.88","1,621.00","1,828.59",0.29,"34,699",01-05-2021 05:59,20-06-2021 10:44,Yes,58,1. 0 - 60 days,,,,,,,,
21002722,ZR-1514305-Barcelona Chair (Italian Black),Santa Cruz Clara,Approved,29-06-2021 07:22,"11,077.89",692.18,329.00,0.29,"10,057",01-05-2021 05:51,27-06-2021 10:34,Yes,59,1. 0 - 60 days,,,,,,,,
21000059,ZR-1599901-Corono chair and ottoman,Tina Thomas,Cancelled,02-07-2021 09:00,"21,761.94","1,208.46",201.94,0.46,"20,352",01-05-2021 01:59,28-06-2021 01:46,No,62,2. 61 - 120 days,,,,,,,,
21002015,ZR-50641-Barcelona Chair (Aniline White),Tina Thomas,Delivered,03-06-2021 03:45,"5,992.77",196.24,535.60,0.08,"5,261",30-04-2021 12:45,27-05-2021 06:25,Yes,34,1. 0 - 60 days,,,,,,,,
21000481,ZR-1537277-Eames Lounge Chair with Ottoman (Aniline Ivory wit,Lazar Mathew,Cancelled,22-06-2021 08:10,"5,936.21",14.17,538.00,0.04,"5,384",30-04-2021 11:14,10-05-2021 08:16,No,53,1. 0 - 60 days,,,,,,,,
21000350,ZR-1567036-Barcelona Chair (Italian White),Santa Cruz Clara,Approved,03-07-2021 02:14,"16,392.38","1,251.48",335.28,0.38,"14,806",30-04-2021 10:51,03-07-2021 01:04,Yes,64,2. 61 - 120 days,,,,,,,,
21002534,ZR-1510466-Barcelona Chair (Italian White),Jasmine Frank,Created,22-06-2021 05:26,"12,259.19",508.57,979.74,0.13,"10,771",30-04-2021 09:58,26-05-2021 05:03,Yes,53,1. 0 - 60 days,,,,,,,,
21000504,ZR-48814-Barcelona Loveseat (Aniline White),Santa Cruz Clara,Delivered,24-06-2021 05:57,"6,645.95",264.67,351.59,0.32,"6,030",30-04-2021 03:39,13-06-2021 08:22,Yes,55,1. 0 - 60 days,,,,,,,,
21002261,ZR-1597855-Knoll Sofa (Italian White),Rozario Diego,Approved,19-06-2021 04:00,"7,481.78",162.90,507.66,0.21,"6,811",29-04-2021 12:01,07-06-2021 11:12,Yes,51,1. 0 - 60 days,,,,,,,,
21000423,ZR-48786-Barcelona Style Coffee Table (3/4 glass),Tina Thomas,Cancelled,03-07-2021 11:31,"31,892.68",40.88,"2,662.63",0.16,"29,189",29-04-2021 09:39,03-07-2021 03:44,No,65,2. 61 - 120 days,,,,,,,,
21000046,ZR-1571072-Barcelona Chair (Aniline Ivory),David Love,Cancelled,01-07-2021 05:46,"16,281.76",377.69,"1,154.33",0.26,"14,750",29-04-2021 03:18,23-06-2021 08:40,No,63,2. 61 - 120 days,,,,,,,,
21000387,ZR-1513318-Bubble Style Chair (Fabric Blue),Thomas Mondrake,Created,01-06-2021 12:52,"17,642.72",275.77,711.41,0.46,"16,656",29-04-2021 02:54,14-05-2021 01:09,Yes,33,1. 0 - 60 days,,,,,,,,
21002545,ZR-54517-Slice Chair (Italian Ivory),Thomas Mondrake,Created,30-06-2021 09:40,"10,616.64",531.12,"1,051.70",0.18,"9,034",29-04-2021 02:41,22-06-2021 10:04,Yes,62,2. 61 - 120 days,,,,,,,,
21000860,ZR-1571844-Barcelona Chair (Italian Choc Brown),Pete Zachariah,Cancelled,14-06-2021 04:35,"10,399.76",150.77,68.78,0.22,"10,180",29-04-2021 02:16,03-05-2021 10:05,No,46,1. 0 - 60 days,,,,,,,,
21001976,ZR-1568001-Barcelona Chair (Italian White),Harold Pawlan,Created,03-07-2021 11:07,"5,348.67",370.74,241.15,0.22,"4,737",29-04-2021 01:33,02-07-2021 02:33,Yes,65,2. 61 - 120 days,,,,,,,,
21000828,ZR-1597015-LC3 Chair (Aniline Ivory),Lazar Mathew,Delivered,06-06-2021 01:31,"25,194.80","1,034.91","1,567.81",0.07,"22,592",28-04-2021 12:30,19-05-2021 05:11,Yes,39,1. 0 - 60 days,,,,,,,,
21000762,ZR-1540129-Eames Lounge Chair with Ottoman (Italian Black wit,Lazar Mathew,Delivered,29-06-2021 11:27,"18,060.90","1,130.41",800.53,0.04,"16,130",28-04-2021 09:54,16-05-2021 09:30,Yes,62,2. 61 - 120 days,,,,,,,,
21003443,ZR-52686-Barcelona Daybed (Italian Black),David Love,Cancelled,29-06-2021 12:50,537.88,15.32,23.01,0.45,500,28-04-2021 05:46,23-05-2021 12:53,No,62,2. 61 - 120 days,,,,,,,,
21000904,ZR-53463-Eames DSW Chair (Fibreglass White),Lazar Mathew,Cancelled,30-05-2021 12:29,"34,695.65","2,252.23","3,270.03",0.39,"29,173",28-04-2021 05:36,23-05-2021 02:39,No,32,1. 0 - 60 days,,,,,,,,
21001844,ZR-52659-Barcelona Chair (Italian Black),Pete Zachariah,Delivered,01-07-2021 07:07,"11,062.13",941.95,500.39,0.21,"9,620",28-04-2021 03:20,30-05-2021 07:30,Yes,64,2. 61 - 120 days,,,,,,,,
21002638,ZR-51700-Brno Flat Chair (Italian Camel),Augustine Paul,Cancelled,30-05-2021 01:18,"27,426.44","1,886.06","1,447.95",0.43,"24,092",27-04-2021 06:08,20-05-2021 10:46,No,33,1. 0 - 60 days,,,,,,,,
21003099,ZR-1596924-Eames Lounge Chair with Ottoman (Aniline Black wit,Augustine Paul,Approved,17-06-2021 10:34,"8,560.88",570.39,447.35,0.14,"7,543",27-04-2021 04:58,06-06-2021 12:02,Yes,51,1. 0 - 60 days,,,,,,,,
21002762,ZR-1600857-Eames Lounge Chair with Ottoman (Italian White wit,Lazar Mathew,Delivered,16-06-2021 09:51,"36,536.42",432.96,"1,731.00",0.45,"34,372",27-04-2021 01:42,05-06-2021 10:32,Yes,50,1. 0 - 60 days,,,,,,,,
21001580,ZR-1540253-Barcelona ottoman (Italian Black),Tina Thomas,Approved,27-06-2021 11:29,"6,521.85",453.69,540.26,0.11,"5,528",26-04-2021 12:45,05-06-2021 12:24,Yes,62,2. 61 - 120 days,,,,,,,,
21000956,ZR-50585-Barcelona Chair (Italian Ivory),Rozario Diego,Delivered,01-07-2021 11:17,"19,263.44",709.70,921.04,0.30,"17,633",26-04-2021 11:31,01-05-2021 02:48,Yes,66,2. 61 - 120 days,,,,,,,,
21001056,ZR-49805-Barcelona Chair and Ottoman (Italian Black),Augustine Paul,Delivered,19-06-2021 02:57,830.92,8.09,30.39,0.44,792,26-04-2021 11:27,04-06-2021 02:44,Yes,54,1. 0 - 60 days,,,,,,,,
21000716,ZR-51509-Barcelona ottoman only (aniline camel),Augustine Paul,Created,10-06-2021 11:17,"24,643.19",566.44,629.82,0.07,"23,447",26-04-2021 10:44,03-06-2021 02:04,Yes,45,1. 0 - 60 days,,,,,,,,
21001591,ZR-1568996-Eames Al Group Ribbed Low Back Management Chair (Aniline White),David Love,Created,01-06-2021 04:11,"12,275.48",856.95,195.78,0.25,"11,223",26-04-2021 08:26,11-05-2021 12:09,Yes,36,1. 0 - 60 days,,,,,,,,
21000200,ZR-49617-Saarinen Chair (Italain White),Santa Cruz Clara,Created,03-07-2021 01:05,"16,803.60","1,476.13",474.34,0.14,"14,853",26-04-2021 07:32,03-07-2021 12:24,Yes,68,2. 61 - 120 days,,,,,,,,
21001321,ZR-48782-Barcelona Chair (Aniline Black),Roger Terrence,Created,22-06-2021 10:18,"24,641.21","1,581.15","1,324.90",0.16,"21,735",26-04-2021 06:56,11-06-2021 03:44,Yes,57,1. 0 - 60 days,,,,,,,,
21002526,ZR-50706-Barcelona Chair (Aniline Choc Brown),Augustine Paul,Created,28-06-2021 12:00,"20,510.90","1,440.07",70.07,0.24,"19,001",26-04-2021 03:39,25-06-2021 06:47,Yes,63,2. 61 - 120 days,,,,,,,,
21001515,ZR-51546-Barcelona Chair (Italian Ivory),Roger Terrence,Delivered,24-06-2021 05:23,"7,384.76",649.76,194.50,0.50,"6,540",26-04-2021 01:37,19-06-2021 06:03,Yes,59,1. 0 - 60 days,,,,,,,,
21001724,ZR-1513282-Barcelona ottoman (Italian Black),Santa Cruz Clara,Created,28-05-2021 01:31,"23,278.86","1,658.25","1,208.85",0.24,"20,412",26-04-2021 01:26,27-04-2021 05:53,Yes,32,1. 0 - 60 days,,,,,,,,
21000138,ZR-1540159-Barcelona Chair (Italian White),Tina Thomas,Created,15-05-2021 01:05,"14,417.86",150.49,318.13,0.24,"13,949",25-04-2021 12:30,25-04-2021 10:34,Yes,20,1. 0 - 60 days,,,,,,,,
21000742,ZR-1537407-Barcelona Daybed (Italian Black),Augustine Paul,Approved,04-06-2021 06:38,"16,394.51",263.75,"1,152.49",0.28,"14,978",25-04-2021 07:57,26-05-2021 12:24,Yes,40,1. 0 - 60 days,,,,,,,,
21000383,ZR-50764-Eames Lounge Chair with Ottoman (Aniline Black wit,David Love,Cancelled,26-05-2021 04:41,"31,007.64",55.46,"1,127.35",0.17,"29,825",25-04-2021 06:08,09-05-2021 07:40,No,31,1. 0 - 60 days,,,,,,,,
21001342,ZR-1507547-Barcelona Chair (Italian Black),Santa Cruz Clara,Approved,12-06-2021 04:34,"36,465.97","1,426.61",479.56,0.20,"34,560",25-04-2021 05:14,27-05-2021 07:18,Yes,48,1. 0 - 60 days,,,,,,,,
21000232,ZR-1573768-Eames Lounge Chair with Ottoman (Italian Black wit,Rozario Diego,Cancelled,24-06-2021 05:36,"36,827.36","1,278.35","2,684.73",0.28,"32,864",25-04-2021 04:01,04-06-2021 11:13,No,60,1. 0 - 60 days,,,,,,,,
21002203,ZR-48693-LC3 Loveseat (Italian Black),Harold Pawlan,Delivered,01-07-2021 02:37,"28,835.93","2,640.52","2,742.28",0.13,"23,453",25-04-2021 03:53,10-06-2021 08:46,Yes,67,2. 61 - 120 days,,,,,,,,
21000231,ZR-1512445-Y Style chair (Natural Beech),Tina Thomas,Cancelled,30-06-2021 01:14,"9,452.31",477.09,440.09,0.12,"8,535",24-04-2021 12:56,24-06-2021 11:20,No,67,2. 61 - 120 days,,,,,,,,
21001313,ZR-1600863-Barcelona Style Coffee Table (3/4 glass),Santa Cruz Clara,Approved,13-05-2021 08:16,"6,809.20",146.61,388.08,0.49,"6,275",24-04-2021 12:12,13-05-2021 04:12,Yes,19,1. 0 - 60 days,,,,,,,,
21001122,ZR-54578-Wassily Chair (Aniline Black),David Love,Created,14-06-2021 03:04,"3,390.42",271.39,335.66,0.37,"2,783",24-04-2021 11:57,27-04-2021 06:28,Yes,51,1. 0 - 60 days,,,,,,,,
21001415,ZR-1509408-Barcelona Chair (Italian White),Tina Thomas,Delivered,03-07-2021 12:37,"13,108.66",732.65,"1,192.90",0.11,"11,183",24-04-2021 11:08,24-06-2021 11:12,Yes,70,2. 61 - 120 days,,,,,,,,
21001646,ZR-49713-PH Artichoke Lamp 28' (White),Tina Thomas,Created,19-06-2021 06:27,"6,414.86",444.57,392.24,0.06,"5,578",24-04-2021 10:59,12-06-2021 12:16,Yes,56,1. 0 - 60 days,,,,,,,,
21001111,ZR-54614-Barcelona Chair and Ottoman (Aniline Black),Jasmine Frank,Approved,01-07-2021 03:06,"10,395.85",543.34,931.89,0.37,"8,921",24-04-2021 07:27,29-06-2021 09:19,Yes,68,2. 61 - 120 days,,,,,,,,
21000556,ZR-1596798-Eames Lounge Chair with Ottoman (Italian Black wit,Harold Pawlan,Created,24-06-2021 05:36,"5,800.71",554.50,157.75,0.46,"5,088",24-04-2021 07:09,19-05-2021 08:50,Yes,61,2. 61 - 120 days,,,,,,,,
21002357,ZR-1537435-Barcelona Chair (Italian White),David Love,Cancelled,13-05-2021 12:14,251.47,9.46,1.24,0.23,241,24-04-2021 06:25,26-04-2021 08:32,No,19,1. 0 - 60 days,,,,,,,,
21000598,ZR-1596955-Barcelona Chair (Italian White),Rozario Diego,Approved,20-06-2021 12:26,"29,044.13","2,183.75","2,660.80",0.42,"24,200",24-04-2021 06:22,18-06-2021 03:51,Yes,57,1. 0 - 60 days,,,,,,,,
21001856,ZR-1507459-Wassily Chair (Italian Red),Harold Pawlan,Created,02-07-2021 07:39,550.37,17.1,1.32,0.05,532,24-04-2021 05:41,26-06-2021 05:44,Yes,69,2. 61 - 120 days,,,,,,,,
21000887,ZR-1509505-Barcelona Bench C (Italian White),Jasmine Frank,Cancelled,14-06-2021 03:18,"6,315.15",579.13,214.76,0.26,"5,521",24-04-2021 03:03,12-05-2021 02:31,No,51,1. 0 - 60 days,,,,,,,,
21003402,ZR-50769-Noguchi Coffee Table (Black Wood),Harold Pawlan,Created,02-07-2021 07:59,"2,769.12",111.19,111.87,0.05,"2,546",24-04-2021 02:56,26-06-2021 04:34,Yes,69,2. 61 - 120 days,,,,,,,,
21001136,ZR-1542210-Knoll Sectional (Italian White  Right),Pete Zachariah,Created,25-06-2021 04:42,"18,900.80","1,607.43","1,461.85",0.48,"15,832",24-04-2021 01:51,01-05-2021 01:31,Yes,62,2. 61 - 120 days,,,,,,,,
21000686,ZR-50611-Eames Lounge Chair with Ottoman (Italian White wit,Roger Terrence,Cancelled,19-06-2021 10:59,"38,984.97","1,759.63","3,377.69",0.35,"33,848",23-04-2021 11:39,03-06-2021 12:47,No,57,1. 0 - 60 days,,,,,,,,
21002582,ZR-1510496-Barcelona Bench A (Italian Camel),Jasmine Frank,Cancelled,03-07-2021 04:17,"49,433.84","2,365.06","3,105.62",0.16,"43,963",23-04-2021 09:34,02-07-2021 09:46,No,71,2. 61 - 120 days,,,,,,,,
21000351,ZR-1568066-Eames Soft Pad Low Back Chair (Italian Choc Brown),Santa Cruz Clara,Cancelled,19-06-2021 04:14,"5,465.72",225.28,339.97,0.47,"4,900",23-04-2021 07:44,04-06-2021 07:16,No,57,1. 0 - 60 days,,,,,,,,
21002863,ZR-1626780-Barcelona Loveseat (Italian Black),Roger Terrence,Created,26-06-2021 12:17,"7,757.26",302.82,695.88,0.43,"6,759",23-04-2021 07:07,27-05-2021 11:39,Yes,64,2. 61 - 120 days,,,,,,,,
21001586,ZR-1541184-Barcelona Chair (Italian Black),Lazar Mathew,Delivered,14-06-2021 10:48,"2,879.62",126.49,165.36,0.23,"2,588",22-04-2021 11:54,17-05-2021 08:26,Yes,53,1. 0 - 60 days,,,,,,,,
21002793,ZR-1514150-Barcelona Chair (Italian Black),Rozario Diego,Delivered,08-06-2021 06:48,"31,656.33","2,571.91",844.39,0.03,"28,240",22-04-2021 11:15,25-04-2021 10:59,Yes,47,1. 0 - 60 days,,,,,,,,
21001605,ZR-1568183-Barcelona Chair (Italian Brown),Tina Thomas,Created,27-06-2021 02:58,"17,645.61","1,504.82","1,338.94",0.15,"14,802",22-04-2021 10:03,27-06-2021 09:27,Yes,66,2. 61 - 120 days,,,,,,,,
21000827,ZR-48661-Barcelona Chair and Ottoman (Italian Black),Pete Zachariah,Approved,09-06-2021 10:32,"12,979.34",975.18,"1,202.81",0.35,"10,801",22-04-2021 05:36,25-04-2021 06:06,Yes,48,1. 0 - 60 days,,,,,,,,
21002479,ZR-1510369-Barcelona Chair (Italian Black),Roger Terrence,Created,22-06-2021 11:45,"10,135.41",863.93,894.07,0.41,"8,377",22-04-2021 03:03,06-05-2021 06:28,Yes,61,2. 61 - 120 days,,,,,,,,
21001374,ZR-1627771-Barcelona Chair and Ottoman (Italian Brown),Rozario Diego,Cancelled,26-04-2021 02:59,"2,640.04",9.71,156.16,0.17,"2,474",21-04-2021 12:04,24-04-2021 08:14,No,5,1. 0 - 60 days,,,,,,,,
21002359,ZR-1568934-LC6 Dining Table,Roger Terrence,Created,30-06-2021 08:22,"2,224.66",150.66,184.38,0.38,"1,890",21-04-2021 09:13,21-06-2021 10:09,Yes,70,2. 61 - 120 days,,,,,,,,
21002489,ZR-48721-Barcelona Chair (Italian Black),Tina Thomas,Approved,28-05-2021 04:47,"17,918.36","1,303.15",364.79,0.42,"16,250",21-04-2021 04:26,02-05-2021 09:18,Yes,37,1. 0 - 60 days,,,,,,,,
21002528,ZR-1569146-Bromi products,Pete Zachariah,Delivered,13-06-2021 02:04,"19,691.64",823.51,835.87,0.26,"18,032",21-04-2021 03:34,01-05-2021 11:21,Yes,53,1. 0 - 60 days,,,,,,,,
21000577,ZR-53649-Barcelona Chair (Aniline Black),Tina Thomas,Delivered,02-07-2021 09:48,"12,369.24",425.48,491.37,0.39,"11,452",21-04-2021 01:42,02-07-2021 03:51,Yes,72,2. 61 - 120 days,,,,,,,,
21001595,ZR-1602717-LC10 Cofee Table,Tina Thomas,Delivered,15-06-2021 04:20,"1,736.45",84.03,75.82,0.40,"1,577",20-04-2021 12:42,07-06-2021 06:13,Yes,56,1. 0 - 60 days,,,,,,,,
21000605,ZR-1573763-Barcelona Chair and Ottoman (Italian White),Lazar Mathew,Delivered,20-06-2021 06:50,"14,193.58","1,087.25",301.19,0.14,"12,805",20-04-2021 10:10,25-05-2021 09:35,Yes,61,2. 61 - 120 days,,,,,,,,
21001152,ZR-1627704-Barcelona Daybed (Italian Black  Light walnut),Lazar Mathew,Cancelled,02-07-2021 08:19,"19,282.88","1,556.51","1,105.61",0.25,"16,621",20-04-2021 06:34,28-06-2021 04:38,No,73,2. 61 - 120 days,,,,,,,,
21001987,ZR-1510433-Barcelona Chair (Italian Ivory),Roger Terrence,Created,25-06-2021 06:09,"7,065.47",41.33,301.88,0.26,"6,722",20-04-2021 06:24,02-06-2021 08:52,Yes,66,2. 61 - 120 days,,,,,,,,
21002086,ZR-1629477-Barcelona Chair (Italian Black),Rozario Diego,Cancelled,01-07-2021 07:12,"15,762.79","1,397.49",168.67,0.37,"14,197",20-04-2021 04:17,01-07-2021 10:32,No,72,2. 61 - 120 days,,,,,,,,
21001307,ZR-1599900-Barcelona Chair and Ottoman (Italian White),Roger Terrence,Approved,06-06-2021 07:04,"31,698.73","1,345.58","1,499.35",0.20,"28,854",20-04-2021 04:12,04-06-2021 01:28,Yes,47,1. 0 - 60 days,,,,,,,,
21001859,ZR-50771-Barcelona Bench A (Italian Black),David Love,Created,17-05-2021 11:38,"28,395.20","1,536.94","1,601.32",0.06,"25,257",20-04-2021 03:19,15-05-2021 12:57,Yes,27,1. 0 - 60 days,,,,,,,,
21000440,ZR-1603528-Barcelona Bench A (Italian Black),Augustine Paul,Created,22-06-2021 12:28,"8,390.84",438.82,289.52,0.49,"7,662",20-04-2021 01:05,06-06-2021 05:31,Yes,63,2. 61 - 120 days,,,,,,,,
21000447,ZR-48625-Knoll Sofa (Aniline Black),Pete Zachariah,Delivered,28-05-2021 11:52,"26,584.25","1,444.78",625.71,0.25,"24,514",19-04-2021 11:55,07-05-2021 08:44,Yes,39,1. 0 - 60 days,,,,,,,,
21002802,ZR-50708-Ghost Chair (Translucent Clear),Tina Thomas,Approved,29-06-2021 03:55,"32,833.04","3,133.13","2,873.86",0.05,"26,826",19-04-2021 11:22,17-06-2021 06:59,Yes,71,2. 61 - 120 days,,,,,,,,
21001119,ZR-1598811-Noguchi Coffee Table (White Wood),Santa Cruz Clara,Delivered,31-05-2021 05:31,"6,873.87",259.56,456.75,0.44,"6,158",19-04-2021 07:34,27-05-2021 03:06,Yes,42,1. 0 - 60 days,,,,,,,,
21003377,ZR-1511333-Barcelona Style Coffee Table (3/4 glass),Rozario Diego,Approved,13-06-2021 01:27,"30,764.06",960.26,51.98,0.17,"29,752",19-04-2021 05:27,01-06-2021 10:37,Yes,55,1. 0 - 60 days,,,,,,,,
21000361,ZR-51638-Barcelona ottoman only (Italian White),Augustine Paul,Delivered,03-07-2021 03:35,"12,874.88","1,015.28",615.61,0.01,"11,244",19-04-2021 04:10,02-07-2021 10:45,Yes,75,2. 61 - 120 days,,,,,,,,
21002872,ZR-49651-Eames Lounge Chair with Ottoman (Italian Choc Brow,Tina Thomas,Created,07-06-2021 11:15,"37,428.92","3,557.02","1,868.42",0.48,"32,003",19-04-2021 03:04,31-05-2021 07:24,Yes,49,1. 0 - 60 days,,,,,,,,
21002264,ZR-1567069-Barcelona Chair (Italian Ivory),Rozario Diego,Delivered,27-06-2021 05:46,"11,553.47",77.00,797.57,0.10,"10,679",18-04-2021 06:00,19-05-2021 03:47,Yes,70,2. 61 - 120 days,,,,,,,,
21001004,ZR-1510430-Brno Flat Chair (Aniline Black),Rozario Diego,Created,28-06-2021 10:43,"21,523.04",797.55,234.65,0.16,"20,491",18-04-2021 05:29,26-06-2021 04:50,Yes,71,2. 61 - 120 days,,,,,,,,
21003321,ZR-1573924-Barcelona Loveseat (Italian Black),Thomas Mondrake,Approved,14-05-2021 10:34,"4,602.27",302.50,143.79,0.02,"4,156",17-04-2021 12:57,18-04-2021 10:02,Yes,27,1. 0 - 60 days,,,,,,,,
21000681,ZR-54427-Barcelona Daybed (Italian Black),Thomas Mondrake,Cancelled,26-06-2021 12:43,"6,256.53",133.07,414.98,0.49,"5,708",17-04-2021 12:15,24-06-2021 01:40,No,70,2. 61 - 120 days,,,,,,,,
21001917,ZR-1512263-Office Star product,Tina Thomas,Approved,02-07-2021 01:27,"9,016.01",433.02,549.23,0.24,"8,034",17-04-2021 10:39,28-05-2021 10:32,Yes,76,2. 61 - 120 days,,,,,,,,
21002422,ZR-1602562-Barcelona Chair and Ottoman (Italian Black),Pete Zachariah,Cancelled,01-07-2021 05:20,"37,267.68","2,991.94","1,376.05",0.31,"32,900",17-04-2021 10:29,30-06-2021 07:27,No,75,2. 61 - 120 days,,,,,,,,
21000128,ZR-1601694-Barcelona Sofa (Italian White),David Love,Created,30-06-2021 05:43,"13,075.64",314.51,761.39,0.25,"12,000",17-04-2021 09:41,27-04-2021 11:41,Yes,74,2. 61 - 120 days,,,,,,,,
21001166,ZR-1571967-LC3 Chair (Aniline Black),David Love,Cancelled,24-06-2021 03:01,"19,744.90","1,609.46","1,230.65",0.21,"16,905",17-04-2021 08:22,25-04-2021 12:12,No,68,2. 61 - 120 days,,,,,,,,
21001290,ZR-51544-Eames Soft Pad Low Back Chair (Italian Black),Augustine Paul,Delivered,18-06-2021 08:06,"15,459.42","1,049.10",483.30,0.02,"13,927",17-04-2021 06:12,20-05-2021 09:48,Yes,62,2. 61 - 120 days,,,,,,,,
21003158,ZR-1573765-Tulip dining Chair Without Arm- Fabric Black,David Love,Cancelled,30-06-2021 12:20,"3,459.23",195.82,241.02,0.39,"3,022",17-04-2021 05:23,13-06-2021 10:26,No,74,2. 61 - 120 days,,,,,,,,
21002930,ZR-1539173-MODWAY product,David Love,Created,20-06-2021 12:20,"19,029.73","1,351.79","1,802.88",0.05,"15,875",17-04-2021 01:10,12-05-2021 05:22,Yes,64,2. 61 - 120 days,,,,,,,,
