ACCOUNTID,Account Name,Account Owner Id,Account Owner,Account Type,Industry,Website,Tasks Involved,Events Involved,Calls Involved,Activities Involved
765,Incluesiv,1005,Jasmine Frank,Prospect,Pharma,uExamine.com,No,No,No,No
766,Parts and Pieces,1008,Roger Terrence,Prospect,Technology,MaterialClub.com,Yes,No,No,Yes
767,Dun Rite Lawn Maintenance,1005,Jasmine Frank,Prospect,Financial Services,LazySprings.com,No,No,No,No
768,Paul's Record Hut,1009,Thomas Mondrake,Prospect,Manufacturing,MonetizationInformation.com,Yes,No,No,Yes
769,FamilyMart,1008,Roger Terrence,Customer,Technology,LocalPaintings.com,No,No,No,No
770,Rainbow Records,1010,Augustine Paul,Prospect,Financial Services,CurrencyLab.com,No,No,No,No
771,Fresh Start,1006,Harold Pawlan,Prospect,Communications,FedBond.com,Yes,No,No,Yes
772,Wetson's,1004,Pete Zachariah,Prospect,Financial Services,NameDemand.com,Yes,No,No,Yes
773,Future Bright,1011,Tina Thomas,Customer,Financial Services,SecureGap.com,Yes,Yes,No,Yes
774,JasmineSola,1005,Jasmine Frank,Prospect,Government/Military,ParkingClinic.com,Yes,Yes,Yes,Yes
775,Little Folk Shops,1003,Lazar Mathew,Prospect,IT Services,EndlessMiles.com,No,No,No,No
776,Hoyden,1004,Pete Zachariah,Customer,Technology,VetAwards.com,No,No,No,No
777,Infinite Wealth Planners,1006,Harold Pawlan,Prospect,IT Services,WeCrawl.com,No,No,No,No
778,Megatronic,1010,Augustine Paul,Customer,Service Provider,FabulousVibe.com,Yes,Yes,No,Yes
779,Hanover Shoe,1006,Harold Pawlan,Customer,Manufacturing,MapFail.com,No,No,No,No
780,Chatham,1004,Pete Zachariah,Customer,Financial Services,DatingOpportunities.com,Yes,Yes,No,Yes
781,Castle Realty,1010,Augustine Paul,Customer,IT Services,CaffeineSoftdrinks.com,No,No,No,No
782,Brooks Fashions,1006,Harold Pawlan,Customer,Education,ReverseAlarms.com,Yes,Yes,No,Yes
783,Heslop's,1011,Tina Thomas,Customer,Manufacturing,NavigationDashboard.com,No,No,No,No
784,Sportmart,1006,Harold Pawlan,Customer,Service Provider,CatchBreath.com,No,No,No,No
785,Team Uno,1003,Lazar Mathew,Customer,Pharma,LawAlarm.com,No,No,No,No
786,Chandlers,1007,David Love,Customer,Financial Services,FaithAdvisor.com,Yes,No,No,Yes
787,York Steak House,1011,Tina Thomas,Prospect,Pharma,AssetMonetization.com,No,No,No,No
788,Frame Scene,1007,David Love,Prospect,Financial Services,ResearchRankings.com,No,No,No,No
789,The Great Train Stores,1007,David Love,Customer,IT Services,LacrosseRoom.com,No,No,No,No
790,Wilson's Jewelers,1008,Roger Terrence,Customer,Manufacturing,BackupSupply.com,Yes,Yes,No,Yes
791,Multi Tech Development,1005,Jasmine Frank,Prospect,Financial Services,PoliticalRewards.com,No,No,No,No
792,Asiatic Solutions,1011,Tina Thomas,Customer,IT Services,GenitalDoctor.com,Yes,No,No,Yes
793,Custom Lawn Care,1011,Tina Thomas,Prospect,Service Provider,DebtInspector.com,No,No,No,No
794,Elek-Tek,1005,Jasmine Frank,Prospect,Government/Military,StomachBlog.com,Yes,Yes,No,Yes
795,Builders Emporium,1009,Thomas Mondrake,Prospect,Consulting,SatelliteFirms.com,No,No,No,No
796,Circus World,1005,Jasmine Frank,Customer,IT Services,AvailableRingtones.com,Yes,No,No,Yes
797,Hechinger,1001,Rozario Diego,Customer,Financial Services,RentingToys.com,No,No,No,No
798,Omni Realty,1002,Santa Cruz Clara,Prospect,Government/Military,ReversePlans.com,No,No,No,No
799,The Great Train Stores,1003,Lazar Mathew,Customer,Education,FailMarketing.com,No,No,No,No
800,Bountiful Harvest Health Food Store,1009,Thomas Mondrake,Customer,Financial Services,SearchHipHop.com,No,No,No,No
801,Exact Solutions,1001,Rozario Diego,Prospect,Service Provider,KBulletin.com,Yes,No,No,Yes
802,Ransohoffs,1009,Thomas Mondrake,Prospect,Education,CreditCardTopics.com,Yes,No,No,Yes
803,Modern Architecture Design,1001,Rozario Diego,Customer,Pharma,FMSter.com,Yes,No,No,Yes
804,Sounds of Soul Records & Tapes,1001,Rozario Diego,Customer,Education,JavaFly.com,Yes,No,No,Yes
805,Mission G,1003,Lazar Mathew,Prospect,Pharma,PortalAlert.com,Yes,Yes,No,Yes
806,BASCO,1003,Lazar Mathew,Customer,Financial Services,BestofWebsites.com,Yes,No,No,Yes
807,Roberd's,1004,Pete Zachariah,Customer,Consulting,FreelanceAgreement.com,Yes,No,Yes,Yes
808,Warshal's,1009,Thomas Mondrake,Customer,Education,AssuranceAgents.com,No,No,No,No
809,Peter Reeves,1001,Rozario Diego,Customer,Consulting,KentuckyLocksmith.com,Yes,Yes,No,Yes
810,Gene Walter's Marketplace,1010,Augustine Paul,Prospect,Pharma,WithoutCable.com,No,No,No,No
811,Old America Stores,1001,Rozario Diego,Prospect,Manufacturing,StorageFinancing.com,No,No,No,No
812,Stratapro,1011,Tina Thomas,Prospect,Pharma,SoftToe.com,No,No,No,No
813,Stop N Shop,1004,Pete Zachariah,Prospect,Communications,SprintSale.com,No,No,No,No
814,Waccamaw's Homeplace,1001,Rozario Diego,Prospect,Education,TheologyProject.com,No,No,No,No
815,Two Pesos,1005,Jasmine Frank,Customer,Manufacturing,RuleTracker.com,No,No,No,No
816,Magna Wealth,1007,David Love,Prospect,Service Provider,MotelBlog.com,Yes,Yes,No,Yes
817,Modern Architecture Design,1008,Roger Terrence,Prospect,IT Services,WordAnalyst.com,Yes,No,No,Yes
818,Pantry Food Stores,1005,Jasmine Frank,Prospect,Financial Services,BakerySearch.com,Yes,No,No,Yes
819,Manu Connection,1003,Lazar Mathew,Prospect,Education,WirelessCopier.com,Yes,No,No,Yes
820,Littler's,1003,Lazar Mathew,Prospect,Consulting,PressHeads.com,No,No,No,No
821,Express Merchant Service,1002,Santa Cruz Clara,Prospect,Technology,MortgageLesson.com,Yes,No,No,Yes
822,Hills Supermarkets,1007,David Love,Customer,IT Services,CabinetCleaners.com,No,No,No,No
823,Little Folk Shops,1002,Santa Cruz Clara,Customer,Pharma,JobAward.com,Yes,Yes,Yes,Yes
824,Realty Zone,1002,Santa Cruz Clara,Prospect,Pharma,TechnologySpin.com,Yes,Yes,No,Yes
825,Jay Jacobs,1001,Rozario Diego,Prospect,Technology,PlayMommy.com,No,No,No,No
826,De Pinna,1011,Tina Thomas,Customer,Service Provider,MarriageAids.com,No,No,No,No
827,Suadela Investment,1006,Harold Pawlan,Customer,Financial Services,RevivalTunes.com,Yes,Yes,No,Yes
828,Ole's,1002,Santa Cruz Clara,Customer,Financial Services,RottenMovies.com,Yes,Yes,No,Yes
829,Colonial Stores,1001,Rozario Diego,Customer,Financial Services,SkilledMechanic.com,Yes,Yes,No,Yes
830,Lawnscape Garden Maintenance,1008,Roger Terrence,Customer,Manufacturing,InsideParts.com,No,No,No,No
831,Office Warehouse,1010,Augustine Paul,Customer,Pharma,Lawsponsor.com,No,No,No,No
832,Argus Tapes & Records,1002,Santa Cruz Clara,Prospect,Consulting,JointMinds.com,Yes,Yes,Yes,Yes
833,Handy City,1006,Harold Pawlan,Customer,Technology,SlotDealers.com,No,No,No,No
834,Zany Brainy,1010,Augustine Paul,Prospect,IT Services,ComClock.com,Yes,No,No,Yes
835,Griff's Hamburgers,1002,Santa Cruz Clara,Prospect,Government/Military,EscrowEtc.com,No,No,No,No
836,Joshua Doore,1008,Roger Terrence,Prospect,Manufacturing,TaekwondoInstructor.com,Yes,No,No,Yes
837,Avant Garde Appraisal,1001,Rozario Diego,Prospect,Service Provider,ColumbusMover.com,No,No,No,No
838,Eli Moore Inc,1006,Harold Pawlan,Customer,IT Services,DayRep.com,No,No,No,No
839,Integra Design,1005,Jasmine Frank,Customer,Service Provider,VWarning.com,Yes,No,No,Yes
840,H. J. Wilson & Company,1002,Santa Cruz Clara,Customer,Technology,IndianapolisCarWash.com,No,No,No,No
841,Helping Hand,1004,Pete Zachariah,Prospect,Financial Services,CowboyClubs.com,Yes,No,No,Yes
842,Orion,1006,Harold Pawlan,Prospect,IT Services,MarketRepair.com,Yes,No,No,Yes
843,Frank's Nursery & Crafts,1001,Rozario Diego,Customer,Pharma,PopMetro.com,No,No,No,No
844,Monk Home Loans,1008,Roger Terrence,Customer,Financial Services,HandDroid.com,Yes,No,No,Yes
845,Integra Design,1006,Harold Pawlan,Customer,Pharma,JustDishes.com,No,No,No,No
846,Sun Television and Appliances,1006,Harold Pawlan,Prospect,Government/Military,AffordableSalon.com,Yes,Yes,No,Yes
847,PriceRite Warehouse Club,1004,Pete Zachariah,Customer,Consulting,BlackjackProgram.com,No,No,No,No
848,Joshua Doore,1002,Santa Cruz Clara,Customer,Financial Services,NashvilleHealthClub.com,Yes,No,No,Yes
849,Micro Design,1010,Augustine Paul,Customer,Service Provider,GamblingOperations.com,Yes,Yes,No,Yes
850,Noodle Kidoodle,1006,Harold Pawlan,Prospect,Government/Military,SelfRetirement.com,No,No,No,No
851,VitaGrey,1005,Jasmine Frank,Customer,Government/Military,MultilingualKeywords.com,No,No,No,No
852,Block Distributors,1001,Rozario Diego,Customer,Pharma,InterviewWire.com,No,No,No,No
853,Paul's Record Hut,1002,Santa Cruz Clara,Prospect,Technology,GeoSpecials.com,No,No,No,No
854,Naugles,1007,David Love,Customer,Consulting,PugMagazine.com,No,No,No,No
855,Yardbirds Home Center,1002,Santa Cruz Clara,Customer,IT Services,BatMitzvahParties.com,No,No,No,No
856,LaBelle's,1002,Santa Cruz Clara,Prospect,Technology,TextAccident.com,Yes,Yes,No,Yes
857,Mikro Designs,1006,Harold Pawlan,Prospect,Communications,ReportHunter.com,No,No,No,No
858,Sky High Financial Advice,1008,Roger Terrence,Customer,Technology,HelpCities.com,No,No,No,No
859,Wealth Zone Group,1004,Pete Zachariah,Prospect,Financial Services,WineJacket.com,Yes,Yes,No,Yes
860,King Carol,1007,David Love,Prospect,Financial Services,CorporatePoints.com,No,No,No,No
861,Integra Wealth Planners,1004,Pete Zachariah,Prospect,IT Services,ComfyStore.com,Yes,Yes,No,Yes
862,China Coast,1002,Santa Cruz Clara,Customer,Consulting,CareerCue.com,Yes,No,No,Yes
863,Magna Gases,1009,Thomas Mondrake,Prospect,IT Services,MoldWatch.com,Yes,No,No,Yes
864,Burger Chef,1009,Thomas Mondrake,Prospect,Government/Military,WorthShow.com,No,No,No,No
865,Saturday Matinee,1011,Tina Thomas,Prospect,Manufacturing,CardSheet.com,No,No,No,No
866,Netcom Business Services,1010,Augustine Paul,Customer,Technology,MobileRugs.com,No,No,No,No
867,Parade of Shoes,1006,Harold Pawlan,Prospect,Communications,MicrowaveUpdate.com,No,No,No,No
868,Widdmann,1001,Rozario Diego,Prospect,Government/Military,ModelChaser.com,Yes,Yes,Yes,Yes
869,Weenie Beenie,1005,Jasmine Frank,Customer,IT Services,DictionarySearches.com,Yes,Yes,No,Yes
870,Franklin Simon,1010,Augustine Paul,Prospect,Technology,CarFlippers.com,No,No,No,No
871,Rainbow Life,1003,Lazar Mathew,Prospect,Government/Military,ResearchRankings.com,No,No,No,No
872,Personal & Corporate Design,1009,Thomas Mondrake,Prospect,Technology,PunkInfo.com,No,No,No,No
873,Nedick's,1004,Pete Zachariah,Prospect,Government/Military,NoMedication.com,No,No,No,No
874,Merry-Go-Round,1003,Lazar Mathew,Customer,Education,ResidentialBook.com,Yes,No,No,Yes
875,Carter's Foods,1006,Harold Pawlan,Customer,Financial Services,PorkMart.com,No,No,No,No
876,Rogersound Labs,1010,Augustine Paul,Customer,Education,LoseCash.com,Yes,Yes,No,Yes
877,Olympic Sports,1008,Roger Terrence,Prospect,Manufacturing,TechnologySpin.com,No,No,No,No
878,Xray Eye & Vision Clinics,1009,Thomas Mondrake,Customer,IT Services,ProgramWare.com,Yes,No,No,Yes
879,Team Uno,1001,Rozario Diego,Customer,Manufacturing,GreatestPC.com,No,No,No,No
880,David Weis,1007,David Love,Customer,Government/Military,OpportunityNames.com,Yes,No,No,Yes
881,Weathervane,1003,Lazar Mathew,Prospect,Technology,TravelOdds.com,Yes,Yes,No,Yes
882,Food Giant,1005,Jasmine Frank,Customer,Consulting,LogoArchives.com,Yes,Yes,No,Yes
883,Exact Solutions,1007,David Love,Customer,Education,DefenseSearch.com,No,No,No,No
884,Just For Fun,1005,Jasmine Frank,Prospect,Technology,DailyChecker.com,No,No,No,No
885,Builders Square,1011,Tina Thomas,Prospect,Financial Services,BlueBars.com,Yes,Yes,No,Yes
886,Laura Ashley Mother & Child,1009,Thomas Mondrake,Prospect,Service Provider,SeekAnalyst.com,Yes,Yes,No,Yes
887,A+ Electronics,1006,Harold Pawlan,Prospect,Service Provider,SwimExercises.com,Yes,Yes,No,Yes
888,Sunflower Market,1006,Harold Pawlan,Prospect,Financial Services,MaineHandyman.com,Yes,No,No,Yes
889,Cal Stereo,1005,Jasmine Frank,Prospect,Pharma,GolfAllstars.com,No,No,No,No
890,Cut Rite,1010,Augustine Paul,Prospect,Education,DisasterTalk.com,Yes,No,No,Yes
891,Belle Ladi,1001,Rozario Diego,Customer,Pharma,MissionStudent.com,Yes,Yes,Yes,Yes
892,Thorofare,1009,Thomas Mondrake,Customer,Education,MemorabiliaNet.com,Yes,Yes,No,Yes
893,David Weis,1011,Tina Thomas,Prospect,Financial Services,PestAlerts.com,Yes,No,No,Yes
894,Kids Mart,1009,Thomas Mondrake,Customer,Financial Services,CardFinancials.com,No,No,No,No
895,JumboSports,1007,David Love,Customer,Pharma,VCRadio.com,No,No,No,No
896,Sound Warehouse,1011,Tina Thomas,Prospect,Technology,MfgBlog.com,No,No,No,No
897,China Coast,1008,Roger Terrence,Customer,Financial Services,PainGain.com,Yes,Yes,No,Yes
898,Maloley's Finer Foods,1001,Rozario Diego,Prospect,Service Provider,HillForum.com,Yes,No,No,Yes
899,Endicott Shoes,1001,Rozario Diego,Prospect,Financial Services,TextAssistant.com,Yes,Yes,No,Yes
900,Vibrant Man,1002,Santa Cruz Clara,Prospect,Service Provider,CardKickers.com,No,No,No,No
901,Dick Fischers,1010,Augustine Paul,Prospect,Pharma,DomainVeteran.com,No,No,No,No
902,VitaGrey,1003,Lazar Mathew,Customer,Service Provider,NerdMovement.com,No,No,No,No
903,The Sample,1011,Tina Thomas,Prospect,Service Provider,PoliticalKing.com,Yes,No,No,Yes
904,Club Wholesale,1002,Santa Cruz Clara,Customer,Education,OleForum.com,Yes,Yes,No,Yes
905,Market Basket,1006,Harold Pawlan,Prospect,Communications,ShopEquity.com,Yes,Yes,No,Yes
906,Big Bear Stores,1005,Jasmine Frank,Prospect,Consulting,CampWeekly.com,No,No,No,No
907,Xray Eye & Vision Clinics,1011,Tina Thomas,Prospect,IT Services,RawDemos.com,Yes,No,No,Yes
908,Mars Music,1002,Santa Cruz Clara,Customer,Manufacturing,HDTVinsiders.com,Yes,No,No,Yes
909,Vibrant Man,1003,Lazar Mathew,Customer,Manufacturing,CampMissions.com,No,No,No,No
910,Murray's Discount Auto Stores,1011,Tina Thomas,Prospect,Consulting,VoiceSeek.com,Yes,Yes,No,Yes
911,Ruehl No. 925,1009,Thomas Mondrake,Customer,Communications,TennisCampus.com,No,No,No,No
912,De-Jaiz Mens Clothing,1006,Harold Pawlan,Prospect,IT Services,TeleTennis.com,No,No,No,No
913,BASCO,1005,Jasmine Frank,Customer,Education,DriveLong.com,Yes,Yes,No,Yes
914,Custom Sound,1005,Jasmine Frank,Prospect,Education,ShaggyFurniture.com,No,No,No,No
915,On Cue,1010,Augustine Paul,Prospect,Government/Military,GetEvidence.com,Yes,No,No,Yes
916,Super Saver Foods,1005,Jasmine Frank,Prospect,IT Services,TireBasics.com,No,No,No,No
917,Harold Powell,1002,Santa Cruz Clara,Customer,Communications,CheerfulGuy.com,No,No,No,No
918,Wholesale Club Inc.,1005,Jasmine Frank,Prospect,Financial Services,GlobalMixed.com,No,No,No,No
919,Gamma Grays,1010,Augustine Paul,Customer,Technology,AutoPreserve.com,No,No,No,No
920,Rogersound Labs,1006,Harold Pawlan,Customer,Service Provider,ParishJobs.com,No,No,No,No
921,Sampson's,1003,Lazar Mathew,Customer,IT Services,RawMetrics.com,Yes,No,No,Yes
922,Harold's,1011,Tina Thomas,Prospect,Manufacturing,RandomVisitor.com,Yes,No,No,Yes
923,Wholesale Club Inc.,1003,Lazar Mathew,Prospect,Consulting,CardinalRobe.com,No,No,No,No
924,Listen Up,1002,Santa Cruz Clara,Prospect,Technology,WirelessShock.com,No,No,No,No
925,Life's Gold,1009,Thomas Mondrake,Customer,Technology,DCHeadlines.com,No,No,No,No
926,Standard Food,1009,Thomas Mondrake,Prospect,Service Provider,InformationDoor.com,Yes,Yes,No,Yes
927,Sandy's,1002,Santa Cruz Clara,Prospect,Service Provider,GoldIncentive.com,No,No,No,No
928,Buena Vista Realty Service,1006,Harold Pawlan,Prospect,Education,NaturePreview.com,No,No,No,No
929,Team Uno,1010,Augustine Paul,Prospect,Manufacturing,MateParty.com,No,No,No,No
930,Great Western,1002,Santa Cruz Clara,Customer,Education,TanningExpo.com,No,No,No,No
931,Almacs,1008,Roger Terrence,Customer,Consulting,MirrorGolf.com,Yes,No,No,Yes
932,PriceRite Warehouse Club,1008,Roger Terrence,Prospect,Government/Military,WealthSales.com,Yes,Yes,No,Yes
933,Turtle's Records & Tapes,1005,Jasmine Frank,Prospect,Communications,BalletCourses.com,Yes,Yes,No,Yes
934,Better Business Ideas and Services,1007,David Love,Customer,Technology,GPSPage.com,Yes,Yes,No,Yes
935,Castle Realty,1009,Thomas Mondrake,Customer,Pharma,LandscapeCovers.com,No,No,No,No
936,Infinite Wealth,1010,Augustine Paul,Customer,Communications,VerifiedStats.com,Yes,No,No,Yes
937,Twin Food Stores,1001,Rozario Diego,Customer,Communications,PlusApps.com,No,No,No,No
938,Museum Company,1009,Thomas Mondrake,Prospect,Education,ScrubLess.com,Yes,Yes,No,Yes
939,id Boutiques,1001,Rozario Diego,Customer,Manufacturing,OrlandoBakery.com,No,No,No,No
940,Smitty's Marketplace,1004,Pete Zachariah,Customer,Pharma,LawnReplace.com,Yes,Yes,Yes,Yes
941,Tower Records,1009,Thomas Mondrake,Customer,Government/Military,DenimLinks.com,Yes,No,No,Yes
942,AM/PM Camp,1009,Thomas Mondrake,Prospect,Pharma,FabulousAgents.com,Yes,No,No,Yes
943,AM/PM Camp,1009,Thomas Mondrake,Customer,Education,FuelGun.com,No,No,No,No
944,Home Quarters Warehouse,1003,Lazar Mathew,Customer,Manufacturing,LawAlarm.com,No,No,No,No
945,Weathervane,1002,Santa Cruz Clara,Customer,Communications,StreamDVDs.com,Yes,No,No,Yes
946,Galyan's,1007,David Love,Prospect,Pharma,DriverRules.com,No,No,No,No
947,Earl Abel's,1007,David Love,Customer,Education,GlobalTreatments.com,No,No,No,No
948,Cherry & Webb,1004,Pete Zachariah,Prospect,Consulting,CoachConference.com,Yes,Yes,No,Yes
949,Gamma Gas,1001,Rozario Diego,Prospect,Consulting,MoneyIntro.com,No,No,No,No
950,Wheels Discount Auto,1006,Harold Pawlan,Prospect,Education,PersonBuilder.com,Yes,Yes,Yes,Yes
951,Tower Records,1010,Augustine Paul,Prospect,Technology,MarineJets.com,Yes,No,No,Yes
952,Superior Interactive,1003,Lazar Mathew,Prospect,Pharma,CelebResearch.com,No,No,No,No
953,Lawn N' Order Garden Care,1006,Harold Pawlan,Customer,Service Provider,FemaleTeam.com,No,No,No,No
954,Lionel Playworld,1002,Santa Cruz Clara,Customer,Communications,ShotBuilder.com,Yes,No,No,Yes
955,Second Time Around,1005,Jasmine Frank,Prospect,Manufacturing,GradDay.com,No,No,No,No
956,Fellowship Investments,1003,Lazar Mathew,Customer,Service Provider,GoalForum.com,No,No,No,No
957,Express Merchant Service,1011,Tina Thomas,Customer,Technology,BloggerCourse.com,Yes,Yes,No,Yes
958,Bell Markets,1007,David Love,Customer,Government/Military,DomainQuestion.com,No,No,No,No
959,Discount Furniture Showcase,1009,Thomas Mondrake,Customer,Consulting,DentistProfiles.com,No,No,No,No
960,Libera,1009,Thomas Mondrake,Prospect,Manufacturing,AMRegister.com,Yes,Yes,No,Yes
961,Monk House Sales,1008,Roger Terrence,Customer,Pharma,AutomobileRugs.com,No,No,No,No
962,De-Jaiz Mens Clothing,1005,Jasmine Frank,Customer,Financial Services,FasterLane.com,No,No,No,No
963,Mervyn's,1005,Jasmine Frank,Prospect,Communications,GainPain.com,No,No,No,No
964,Media Play,1001,Rozario Diego,Customer,Pharma,PopMetro.com,Yes,No,No,Yes
965,Bumper to Bumper Auto Parts,1001,Rozario Diego,Prospect,Financial Services,DealMaverick.com,No,No,No,No
966,Libera,1003,Lazar Mathew,Prospect,Service Provider,DropSome.com,No,No,No,No
967,Megatronic Plus,1011,Tina Thomas,Customer,Pharma,GeoUsers.com,No,No,No,No
968,Big A Auto Parts,1002,Santa Cruz Clara,Prospect,Government/Military,CustomizedSkins.com,Yes,Yes,No,Yes
969,Rack N Sack,1001,Rozario Diego,Customer,Communications,NonProfitAnalyst.com,No,No,No,No
970,World of Fun,1011,Tina Thomas,Prospect,Government/Military,MobileToaster.com,No,No,No,No
971,Loblaws,1005,Jasmine Frank,Prospect,Consulting,EmployeeParties.com,No,No,No,No
972,Brendle's,1009,Thomas Mondrake,Customer,Government/Military,RuleTracker.com,No,No,No,No
973,Kelly and Cohen,1008,Roger Terrence,Prospect,Education,GoalForum.com,No,No,No,No
974,Plan Smart,1003,Lazar Mathew,Prospect,Government/Military,WindCondition.com,Yes,No,Yes,Yes
975,Square Circle,1011,Tina Thomas,Prospect,Consulting,PropertiesTax.com,No,No,No,No
976,Golden Joy,1010,Augustine Paul,Prospect,Education,PopJudge.com,Yes,No,No,Yes
977,Target Realty,1009,Thomas Mondrake,Prospect,Education,MiracleSpeed.com,No,No,No,No
978,Sammy's Record Shack,1007,David Love,Prospect,Government/Military,HandDroid.com,Yes,Yes,No,Yes
979,Netcom Business Services,1003,Lazar Mathew,Customer,Financial Services,TaxDiscussions.com,No,No,No,No
980,Service Merchandise,1009,Thomas Mondrake,Customer,Financial Services,UEarly.com,No,No,No,No
981,Master Builder Design Services,1001,Rozario Diego,Customer,Manufacturing,WirelessTiger.com,Yes,Yes,No,Yes
982,Lionel Playworld,1001,Rozario Diego,Customer,Financial Services,VoiceTranslations.com,No,No,No,No
983,Forth & Towne,1001,Rozario Diego,Prospect,Communications,RefZilla.com,No,No,No,No
984,Grey Fade,1006,Harold Pawlan,Prospect,IT Services,TrademarkAid.com,Yes,Yes,No,Yes
